Word,Negative,Positive
WASTED,2009,0
WASTEFUL,2009,0
WASTING,2009,0
WEAK,2009,0
WEAKEN,2009,0
WEAKENED,2009,0
WEAKENING,2009,0
WEAKENS,2009,0
WEAKER,2009,0
WEAKEST,2009,0
WEAKLY,2009,0
WEAKNESS,2009,0
WEAKNESSES,2009,0
WILLFULLY,2009,0
WIN,0,2009
WINNER,0,2009
WINNERS,0,2009
WINNING,0,2009
WORRIES,2009,0
WORRY,2009,0
WORRYING,2009,0
WORSE,2009,0
WORSEN,2009,0
WORSENED,2009,0
WORSENING,2009,0
WORSENS,2009,0
WORST,2009,0
WORTHLESS,2009,0
WORTHY,0,2009
WRITEDOWN,2009,0
WRITEDOWNS,2009,0
WRITEOFF,2009,0
WRITEOFFS,2009,0
WRONG,2009,0
WRONGDOING,2009,0
WRONGDOINGS,2009,0
WRONGFUL,2009,0
WRONGFULLY,2009,0
WRONGLY,2009,0
POOR,2009,0
POORLY,2009,0
POPULAR,0,2009
POPULARITY,0,2009
POSES,2009,0
POSING,2009,0
POSITIVE,0,2009
POSITIVELY,0,2009
POSTPONE,2009,0
POSTPONED,2009,0
POSTPONEMENT,2009,0
POSTPONEMENTS,2009,0
POSTPONES,2009,0
POSTPONING,2009,0
PRECIPITATED,2009,0
PRECIPITOUS,2009,0
PRECIPITOUSLY,2009,0
PRECLUDE,2009,0
PRECLUDED,2009,0
PRECLUDES,2009,0
PRECLUDING,2009,0
PREDATORY,2009,0
PREEMINENCE,0,2009
PREEMINENT,0,2009
PREJUDICE,2009,0
PREJUDICED,2009,0
PREJUDICES,2009,0
PREJUDICIAL,2009,0
PREJUDICING,2009,0
PREMATURE,2009,0
PREMATURELY,2009,0
PREMIER,0,2009
PREMIERE,0,2009
PRESSING,2009,0
PRESTIGE,0,2009
PRESTIGIOUS,0,2009
PRETRIAL,2009,0
PREVENTING,2009,0
PREVENTION,2009,0
PREVENTS,2009,0
PROACTIVE,0,2009
PROACTIVELY,0,2009
PROBLEM,2009,0
PROBLEMATIC,2009,0
PROBLEMATICAL,2009,0
PROBLEMS,2009,0
PROFICIENCY,0,2009
PROFICIENT,0,2009
PROFICIENTLY,0,2009
PROFITABILITY,0,2009
PROFITABLE,0,2009
PROFITABLY,0,2009
PROGRESS,0,2009
PROGRESSED,0,2009
PROGRESSES,0,2009
PROGRESSING,0,2009
PROLONG,2009,0
PROLONGATION,2009,0
PROLONGATIONS,2009,0
PROLONGED,2009,0
PROLONGING,2009,0
PROLONGS,2009,0
PRONE,2009,0
PROSECUTE,2009,0
PROSECUTED,2009,0
PROSECUTES,2009,0
PROSECUTING,2009,0
PROSECUTION,2009,0
PROSECUTIONS,2009,0
PROSPERED,0,2009
PROSPERING,0,2009
PROSPERITY,0,2009
PROSPEROUS,0,2009
PROSPERS,0,2009
PROTEST,2009,0
PROTESTED,2009,0
PROTESTER,2009,0
PROTESTERS,2009,0
PROTESTING,2009,0
PROTESTOR,2009,0
PROTESTORS,2009,0
PROTESTS,2009,0
PROTRACTED,2009,0
PROTRACTION,2009,0
PROVOKE,2009,0
PROVOKED,2009,0
PROVOKES,2009,0
PROVOKING,2009,0
PUNISHED,2009,0
PUNISHES,2009,0
PUNISHING,2009,0
PUNISHMENT,2009,0
PUNISHMENTS,2009,0
PUNITIVE,2009,0
PURPORT,2009,0
PURPORTED,2009,0
PURPORTEDLY,2009,0
PURPORTING,2009,0
PURPORTS,2009,0
QUESTION,2009,0
QUESTIONABLE,2009,0
QUESTIONABLY,2009,0
QUESTIONED,2009,0
QUESTIONING,2009,0
QUESTIONS,2009,0
QUIT,2009,0
QUITTING,2009,0
RACKETEER,2009,0
RACKETEERING,2009,0
RATIONALIZATION,2009,0
RATIONALIZATIONS,2009,0
RATIONALIZE,2009,0
RATIONALIZED,2009,0
RATIONALIZES,2009,0
RATIONALIZING,2009,0
REASSESSMENT,2009,0
REASSESSMENTS,2009,0
REASSIGN,2009,0
REASSIGNED,2009,0
REASSIGNING,2009,0
REASSIGNMENT,2009,0
REASSIGNMENTS,2009,0
REASSIGNS,2009,0
REBOUND,0,2009
REBOUNDED,0,2009
REBOUNDING,0,2009
RECALL,2009,0
RECALLED,2009,0
RECALLING,2009,0
RECALLS,2009,0
RECEPTIVE,0,2009
RECESSION,2009,0
RECESSIONARY,2009,0
RECESSIONS,2009,0
RECKLESS,2009,0
RECKLESSLY,2009,0
RECKLESSNESS,2009,0
REDACT,2009,0
REDACTED,2009,0
REDACTING,2009,0
REDACTION,2009,0
REDACTIONS,2009,0
REDEFAULT,2014,0
REDEFAULTED,2012,0
REDEFAULTS,2014,0
REDRESS,2009,0
REDRESSED,2009,0
REDRESSES,2009,0
REDRESSING,2009,0
REFUSAL,2009,0
REFUSALS,2009,0
REFUSE,2009,0
REFUSED,2009,0
REFUSES,2009,0
REFUSING,2009,0
REGAIN,0,2009
REGAINED,0,2009
REGAINING,0,2009
REJECT,2009,0
REJECTED,2009,0
REJECTING,2009,0
REJECTION,2009,0
REJECTIONS,2009,0
REJECTS,2009,0
RELINQUISH,2009,0
RELINQUISHED,2009,0
RELINQUISHES,2009,0
RELINQUISHING,2009,0
RELINQUISHMENT,2009,0
RELINQUISHMENTS,2009,0
RELUCTANCE,2009,0
RELUCTANT,2009,0
RENEGOTIATE,2009,0
RENEGOTIATED,2009,0
RENEGOTIATES,2009,0
RENEGOTIATING,2009,0
RENEGOTIATION,2009,0
RENEGOTIATIONS,2009,0
RENOUNCE,2009,0
RENOUNCED,2009,0
RENOUNCEMENT,2009,0
RENOUNCEMENTS,2009,0
RENOUNCES,2009,0
RENOUNCING,2009,0
REPARATION,2009,0
REPARATIONS,2009,0
REPOSSESSED,2009,0
REPOSSESSES,2009,0
REPOSSESSING,2009,0
REPOSSESSION,2009,0
REPOSSESSIONS,2009,0
REPUDIATE,2009,0
REPUDIATED,2009,0
REPUDIATES,2009,0
REPUDIATING,2009,0
REPUDIATION,2009,0
REPUDIATIONS,2009,0
RESIGN,2009,0
RESIGNATION,2009,0
RESIGNATIONS,2009,0
RESIGNED,2009,0
RESIGNING,2009,0
RESIGNS,2009,0
RESOLVE,0,2009
RESTATE,2009,0
RESTATED,2009,0
RESTATEMENT,2009,0
RESTATEMENTS,2009,0
RESTATES,2009,0
RESTATING,2009,0
RESTRUCTURE,2009,0
RESTRUCTURED,2009,0
RESTRUCTURES,2009,0
RESTRUCTURING,2009,0
RESTRUCTURINGS,2009,0
RETALIATE,2009,0
RETALIATED,2009,0
RETALIATES,2009,0
RETALIATING,2009,0
RETALIATION,2009,0
RETALIATIONS,2009,0
RETALIATORY,2009,0
RETRIBUTION,2009,0
RETRIBUTIONS,2009,0
REVOCATION,2009,0
REVOCATIONS,2009,0
REVOKE,2009,0
REVOKED,2009,0
REVOKES,2009,0
REVOKING,2009,0
REVOLUTIONIZE,0,2009
REVOLUTIONIZED,0,2009
REVOLUTIONIZES,0,2009
REVOLUTIONIZING,0,2009
REWARD,0,2009
REWARDED,0,2009
REWARDING,0,2009
REWARDS,0,2009
RIDICULE,2009,0
RIDICULED,2009,0
RIDICULES,2009,0
RIDICULING,2009,0
RISKIER,2009,0
RISKIEST,2009,0
RISKY,2009,0
SABOTAGE,2009,0
SACRIFICE,2009,0
SACRIFICED,2009,0
SACRIFICES,2009,0
SACRIFICIAL,2009,0
SACRIFICING,2009,0
SATISFACTION,0,2009
SATISFACTORILY,0,2009
SATISFACTORY,0,2009
SATISFIED,0,2009
SATISFIES,0,2009
SATISFY,0,2009
SATISFYING,0,2009
SCANDALOUS,2009,0
SCANDALS,2009,0
SCRUTINIZE,2009,0
SCRUTINIZED,2009,0
SCRUTINIZES,2009,0
SCRUTINIZING,2009,0
SCRUTINY,2009,0
SECRECY,2009,0
SEIZE,2009,0
SEIZED,2009,0
SEIZES,2009,0
SEIZING,2009,0
SENTENCED,2009,0
SENTENCING,2009,0
SERIOUS,2009,0
SERIOUSLY,2009,0
SERIOUSNESS,2009,0
SETBACK,2009,0
SETBACKS,2009,0
SEVER,2009,0
SEVERE,2009,0
SEVERED,2009,0
SEVERELY,2009,0
SEVERITIES,2009,0
SEVERITY,2009,0
SHARPLY,2009,0
SHOCKED,2009,0
SHORTAGE,2009,0
SHORTAGES,2009,0
SHORTFALL,2009,0
SHORTFALLS,2009,0
SHRINKAGE,2009,0
SHRINKAGES,2009,0
SHUT,2009,0
SHUTDOWN,2009,0
SHUTDOWNS,2009,0
SHUTS,2009,0
SHUTTING,2009,0
SLANDER,2009,0
SLANDERED,2009,0
SLANDEROUS,2009,0
SLANDERS,2009,0
SLIPPAGE,2009,0
SLIPPAGES,2009,0
SLOW,2009,0
SLOWDOWN,2009,0
SLOWDOWNS,2009,0
SLOWED,2009,0
SLOWER,2009,0
SLOWEST,2009,0
SLOWING,2009,0
SLOWLY,2009,0
SLOWNESS,2009,0
SLUGGISH,2009,0
SLUGGISHLY,2009,0
SLUGGISHNESS,2009,0
SMOOTH,0,2009
SMOOTHING,0,2009
SMOOTHLY,0,2009
SMOOTHS,0,2009
SOLVENCIES,2009,0
SOLVENCY,2009,0
SOLVES,0,2009
SOLVING,0,2009
SPAM,2014,0
SPAMMERS,2014,0
SPAMMING,2014,0
SPECTACULAR,0,2009
SPECTACULARLY,0,2009
STABILITY,0,2009
STABILIZATION,0,2009
STABILIZATIONS,0,2009
STABILIZE,0,2009
STABILIZED,0,2009
STABILIZES,0,2009
STABILIZING,0,2009
STABLE,0,2009
STAGGERING,2009,0
STAGNANT,2009,0
STAGNATE,2009,0
STAGNATED,2009,0
STAGNATES,2009,0
STAGNATING,2009,0
STAGNATION,2009,0
STANDSTILL,2009,0
STANDSTILLS,2009,0
NEGATIVE,2009,0
NEGATIVELY,2009,0
NEGATIVES,2009,0
NEGLECT,2009,0
NEGLECTED,2009,0
NEGLECTFUL,2009,0
NEGLECTING,2009,0
NEGLECTS,2009,0
NEGLIGENCE,2009,0
NEGLIGENCES,2009,0
NEGLIGENT,2009,0
NEGLIGENTLY,2009,0
NONATTAINMENT,2009,0
NONCOMPETITIVE,2009,0
NONCOMPLIANCE,2009,0
NONCOMPLIANCES,2009,0
NONCOMPLIANT,2009,0
NONCOMPLYING,2009,0
NONCONFORMING,2009,0
NONCONFORMITIES,2009,0
NONCONFORMITY,2009,0
NONDISCLOSURE,2009,0
NONFUNCTIONAL,2009,0
NONPAYMENT,2009,0
NONPAYMENTS,2009,0
NONPERFORMANCE,2009,0
NONPERFORMANCES,2009,0
NONPERFORMING,2009,0
NONPRODUCING,2009,0
NONPRODUCTIVE,2009,0
NONRECOVERABLE,2009,0
NONRENEWAL,2009,0
NUISANCE,2009,0
NUISANCES,2009,0
NULLIFICATION,2009,0
NULLIFICATIONS,2009,0
NULLIFIED,2009,0
NULLIFIES,2009,0
NULLIFY,2009,0
NULLIFYING,2009,0
OBJECTED,2009,0
OBJECTING,2009,0
OBJECTION,2009,0
OBJECTIONABLE,2009,0
OBJECTIONABLY,2009,0
OBJECTIONS,2009,0
OBSCENE,2009,0
OBSCENITY,2009,0
OBSOLESCENCE,2009,0
OBSOLETE,2009,0
OBSTACLE,2009,0
OBSTACLES,2009,0
OBSTRUCT,2009,0
OBSTRUCTED,2009,0
OBSTRUCTING,2009,0
OBSTRUCTION,2009,0
OBSTRUCTIONS,2009,0
OFFENCE,2009,0
OFFENCES,2009,0
OFFEND,2009,0
OFFENDED,2009,0
OFFENDER,2009,0
OFFENDERS,2009,0
OFFENDING,2009,0
OFFENDS,2009,0
OMISSION,2009,0
OMISSIONS,2009,0
OMIT,2009,0
OMITS,2009,0
OMITTED,2009,0
OMITTING,2009,0
ONEROUS,2009,0
OPPORTUNISTIC,2009,0
OPPORTUNISTICALLY,2009,0
OPPORTUNITIES,0,2009
OPPORTUNITY,0,2009
OPPOSE,2009,0
OPPOSED,2009,0
OPPOSES,2009,0
OPPOSING,2009,0
OPPOSITION,2009,0
OPPOSITIONS,2009,0
OPTIMISTIC,0,2009
OUTAGE,2009,0
OUTAGES,2009,0
OUTDATED,2009,0
OUTMODED,2009,0
OUTPERFORM,0,2009
OUTPERFORMED,0,2009
OUTPERFORMING,0,2009
OUTPERFORMS,0,2009
OVERAGE,2009,0
OVERAGES,2009,0
OVERBUILD,2009,0
OVERBUILDING,2009,0
OVERBUILDS,2009,0
OVERBUILT,2009,0
OVERBURDEN,2009,0
OVERBURDENED,2009,0
OVERBURDENING,2009,0
OVERCAPACITIES,2009,0
OVERCAPACITY,2009,0
OVERCHARGE,2009,0
OVERCHARGED,2009,0
OVERCHARGES,2009,0
OVERCHARGING,2009,0
OVERCOME,2009,0
OVERCOMES,2009,0
OVERCOMING,2009,0
OVERDUE,2009,0
OVERESTIMATE,2009,0
OVERESTIMATED,2009,0
OVERESTIMATES,2009,0
OVERESTIMATING,2009,0
OVERESTIMATION,2009,0
OVERESTIMATIONS,2009,0
OVERLOAD,2009,0
OVERLOADED,2009,0
OVERLOADING,2009,0
OVERLOADS,2009,0
OVERLOOK,2009,0
OVERLOOKED,2009,0
OVERLOOKING,2009,0
OVERLOOKS,2009,0
OVERPAID,2009,0
OVERPAYMENT,2009,0
OVERPAYMENTS,2009,0
OVERPRODUCED,2009,0
OVERPRODUCES,2009,0
OVERPRODUCING,2009,0
OVERPRODUCTION,2009,0
OVERRUN,2009,0
OVERRUNNING,2009,0
OVERRUNS,2009,0
OVERSHADOW,2009,0
OVERSHADOWED,2009,0
OVERSHADOWING,2009,0
OVERSHADOWS,2009,0
OVERSTATE,2009,0
OVERSTATED,2009,0
OVERSTATEMENT,2009,0
OVERSTATEMENTS,2009,0
OVERSTATES,2009,0
OVERSTATING,2009,0
OVERSUPPLIED,2009,0
OVERSUPPLIES,2009,0
OVERSUPPLY,2009,0
OVERSUPPLYING,2009,0
OVERTLY,2009,0
OVERTURN,2009,0
OVERTURNED,2009,0
OVERTURNING,2009,0
OVERTURNS,2009,0
OVERVALUE,2009,0
OVERVALUED,2009,0
OVERVALUING,2009,0
PANIC,2009,0
PANICS,2009,0
PENALIZE,2009,0
PENALIZED,2009,0
PENALIZES,2009,0
PENALIZING,2009,0
PENALTIES,2009,0
PENALTY,2009,0
PERFECT,0,2009
PERFECTED,0,2009
PERFECTLY,0,2009
PERFECTS,0,2009
PERIL,2009,0
PERILS,2009,0
PERJURY,2009,0
PERPETRATE,2009,0
PERPETRATED,2009,0
PERPETRATES,2009,0
PERPETRATING,2009,0
PERPETRATION,2009,0
PERSIST,2009,0
PERSISTED,2009,0
PERSISTENCE,2009,0
PERSISTENT,2009,0
PERSISTENTLY,2009,0
PERSISTING,2009,0
PERSISTS,2009,0
PERVASIVE,2009,0
PERVASIVELY,2009,0
PERVASIVENESS,2009,0
PETTY,2009,0
PICKET,2009,0
PICKETED,2009,0
PICKETING,2009,0
PLAINTIFF,2009,0
PLAINTIFFS,2009,0
PLEA,2009,0
PLEAD,2009,0
PLEADED,2009,0
PLEADING,2009,0
PLEADINGS,2009,0
PLEADS,2009,0
PLEAS,2009,0
PLEASANT,0,2009
PLEASANTLY,0,2009
PLEASED,0,2009
PLEASURE,0,2009
PLED,2009,0
PLENTIFUL,0,2009
